,Rio Grande do Sul - Desemprego, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Rio Grande Do Sul - Produção de Cimento (t),Rio Grande Do Sul - Consumo de Cimento (t),Rio Grande do Sul - PIB - Estadual,Rio Grande do Sul - PIB - Construção Civil,Rio Grande do Sul - PIB - Per Capita,Rio Grande do Sul - PIB - Preços de Mercado,Rio Grande do Sul - value,Rio Grande do Sul - IDH
2005-12,8.01851854078144,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,1.8604227232251485,1008.1357949416944,1405.9594607233364,22.458857239287088,16.401546046927567,70.84258235839643,1.7350856028577455,130.03943835387406,181.484,214294982.72230816,9080574.89153775,18.39189711499081,198160084.03616524,0.3900582810100004,0.7772759844728347
2006-1,8.011393397161699,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,1.7422505238164532,1008.134348747339,1356.366245396767,22.58272698281309,16.787221640372657,71.8094068815432,1.6229585825489323,130.30387022521342,170.928,214508869.45051256,9086121.660607908,18.39878631613062,198232010.78362048,0.3927532620201208,0.777324865555856
2006-2,8.009317152694202,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,1.5592289320481214,1009.0728317915424,1275.9977064175607,21.46156820222571,15.98572403583074,72.81080126083624,1.593520520393502,130.87380842817964,160.528,214705671.8714941,9092517.066231549,18.405512963838586,198298129.4935304,0.3958350847670391,0.7773761008437347
2006-3,8.007240908226704,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,1.474407848859011,1010.2912318402872,1159.462593945649,20.210781247509946,15.12683663121021,74.17693922156501,1.5004968268910652,131.70084418845667,195.809,214902474.29247573,9098912.471855186,18.412239611546543,198364248.20344037,0.3986012728276343,0.7774273361316133
2006-4,8.005164663759206,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,1.2948864495731456,1011.3726152989184,1034.33939093565,18.92976770336974,14.236709172436454,75.60882507144932,1.420987600831309,132.25597487005805,159.962,215099276.7134573,9105307.877478829,18.418966259254507,198430366.91335025,0.400924927235522,0.7774785714194918
2006-5,8.00308841929171,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,1.27744788434511,1012.148468853906,972.624751934157,17.669130215420587,13.151077206970914,76.21878099822034,1.4190889685224424,133.27958015740637,183.965,215296079.1344389,9111703.283102466,18.42569290696247,198496485.6232602,0.4039561926651432,0.7775298067073705
2006-6,8.001012174824213,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,1.3804466957122123,1012.1586657895948,982.5907927383842,17.200893426726974,12.612631756253103,75.91298611687377,1.425764837456377,134.1191798781949,162.528,215492881.5554205,9118098.688726105,18.43241955467043,198562604.3331701,0.4066867589847489,0.7775810419952491
2006-7,7.998935930356716,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,1.354348603806087,1011.7586915560344,1041.698954938106,17.426342440040617,12.620932109497833,75.06747003074533,1.5074368292370846,135.4573909635476,174.38,215689683.97640204,9124494.094349744,18.4391462023784,198628723.04308003,0.4111671338511201,0.7776322772831278
2006-8,7.996859685889218,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,1.395646580793631,1011.2605103736148,1141.1890232131768,17.75818126570942,12.646812843978184,73.91422473819212,1.6398577635561895,136.89898224665544,184.4,215886486.39738363,9130889.499973385,18.44587285008636,198694841.75299,0.4158181061730235,0.7776835125710064
2006-9,7.99478344142172,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,1.7630002961326094,1010.282900713604,1260.499616345922,19.18975845108095,13.773229378911635,72.90777507278104,1.7167014623858947,138.10562084722935,171.344,216083288.8183652,9137284.905597022,18.45259949779432,198760960.4628999,0.4208057265859239,0.7777347478588851
2006-10,7.992707196954223,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,1.8094272079939084,1009.0860975486264,1336.4617506552463,20.76860232808799,15.072112116608375,71.97771356161776,1.7526292367613865,139.9157926618739,190.782,216280091.2393468,9143680.31122066,18.45932614550228,198827079.17280984,0.4264162004449762,0.7777859831467637
2006-11,7.990630952486725,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,2.034231063891707,1008.378706938286,1396.4841143291237,21.88343053186654,15.995338964782386,71.42462006010315,1.7674714316918931,140.69527321807732,182.346,216476893.6603284,9150075.716844302,18.46605279321024,198893197.88271976,0.4320229814281482,0.7778372184346423
2006-12,7.988554708019229,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,2.135244738042154,1007.8125791689788,1401.0889798857493,23.052347669735376,17.297715776202953,72.12538185980269,1.7155253044055958,142.02526510130704,169.954,216673696.08131,9156471.12246794,18.47277944091821,198959316.5926297,0.4368679652682388,0.7778884537225209
2007-1,7.986478463551731,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,1.7844073279874728,1008.0939365238428,1347.255276235725,23.18609057398759,17.633605986056658,72.98179176434904,1.6623833315041607,143.05035333249384,179.615,216870498.5022916,9162866.52809158,18.479506088626167,199025435.3025396,0.441934130915628,0.7779396890103996
2007-2,7.984004842861865,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,1.757437614280549,1009.097302921224,1261.0435923951984,22.11961808069829,16.885843205501647,74.16267390390973,1.605117019386001,143.73938547177232,158.886,217031421.6695149,9168637.342208575,18.483305858888944,199063626.3052088,0.446442862218831,0.7779934619120602
2007-3,7.981531222172,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,1.6867976474602042,1009.8725891670858,1114.577547274327,20.649363269080148,15.868469803382178,75.91678505393199,1.5141060715962702,145.1741883883589,191.003,217192344.83673823,9174408.15632557,18.48710562915172,199101817.307878,0.4512182730613152,0.7780472348137208
2007-4,7.979057601482134,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,1.643164180307471,1010.9587925923148,1019.0917192005056,18.50342041307257,13.857907398662771,76.26620978058948,1.483008546786336,146.36694317835077,178.867,217353268.0039616,9180178.970442563,18.490905399414498,199140008.3105472,0.4558083689693958,0.7781010077153815
2007-5,7.9765839807922685,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,1.7022193339736975,1011.907424424421,927.1397134680758,16.711480461769295,12.306838258425756,77.10920587712356,1.5441420900857354,147.54686071034095,186.781,217514191.17118496,9185949.78455956,18.494705169677275,199178199.3132164,0.4597927625413407,0.7781547806170421
2007-6,7.974110360102403,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,1.7189966047912844,1012.25555974157,912.9616242490126,16.495560520304274,12.139482648986856,77.45177560089553,1.575598756611709,148.67581546267067,174.657,217675114.33840832,9191720.598676557,18.49850493994005,199216390.31588557,0.4636862374925485,0.7782085535187028
2007-7,7.971636739412537,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,1.5669606980872055,1012.187233149292,955.2327435593808,16.80235726023849,12.356698833791617,77.054783723068,1.6672018462785327,149.5979191441362,186.04,217836037.5056317,9197491.41279355,18.50230471020283,199254581.31855476,0.4681556463417637,0.7782623264203634
2007-8,7.969163118722672,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,1.5860886898250448,1011.5789900184149,1056.5714365918327,17.724653857964704,12.938150605630302,75.71215040507082,1.7266004922377356,151.12960649316724,200.352,217996960.67285505,9203262.226910545,18.5061044804656,199292772.3212239,0.4721601769958427,0.778316099322024
2007-9,7.966689498032806,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,1.6978441940739313,1010.3403177453602,1189.6823557646571,19.25496319106174,14.034136854923732,74.10531298740429,1.720475118044396,151.71761529332093,189.412,218157883.8400784,9209033.04102754,18.50990425072838,199330963.3238931,0.4758385556397009,0.7783698722236846
2007-10,7.96421587734294,0.422186667969427,-7988.122113095049,3.4226070580234054,1.014249422320608,0.492773472916794,186692214.713864,7633122.806449333,0.617964982686669,1.5599246324882263,1009.290894093572,1300.1378543102476,20.42513451473882,14.767504954491772,72.30392060687994,1.7699847851410269,152.68262291959138,219.425,218318807.0073017,9214803.855144534,18.51370402099116,199369154.3265623,0.4791543829259312,0.7784236451253452
2007-11,7.961742256653075,0.4244249038787387,-8017.515428278837,3.3732677481944013,0.9820548143806294,0.4788592048124005,186841821.360024,7638006.668449616,0.6145670424343683,1.711211306081039,1008.6255118469868,1407.4757078383116,21.391465769327908,15.447028849164605,71.21206177832127,1.7733565519778371,153.32371317434954,221.717,218479730.17452508,9220574.66926153,18.517503791253933,199407345.32923147,0.4820803487653997,0.7784774180270059
2007-12,7.959268635963209,0.4244999572063965,-7877.11519891132,3.3132900029546954,0.8767487704205519,0.4548379030142503,186991428.006184,7642890.530449898,0.6103282941034248,1.7328760530097371,1008.247996916199,1425.3179985028366,22.3798867361842,16.430372822511284,71.27313462682964,1.7577993659396849,153.65806213691076,194.188,218640653.3417484,9226345.483378524,18.52130356151671,199445536.33190063,0.4847099110026395,0.7785311909286665
2008-1,7.956795015273343,0.4249975168895801,-8333.785630800456,3.2555579562369243,1.011775380520748,0.4442798633210167,187141034.652344,7647774.392450181,0.6123131329450783,1.7403457067513837,1008.2166688253972,1386.038805190745,22.23675689444798,16.405511626892714,71.71579194244649,1.6890895426743422,153.8290748671768,220.955,218801576.50897175,9232116.29749552,18.525103331779487,199483727.33456984,0.4872864748800403,0.7785849638303272
2008-2,7.9591485392679555,0.4302154047083354,-7957.479510093275,3.199376609861489,0.95509159572242,0.4446804445496704,187282618.10601315,7652174.341637064,0.6130114959204532,2.04789565410384,1008.612334416887,1294.4104204399523,21.398757096157585,15.888014884240311,72.93035267087612,1.6063061209394702,154.18556883946175,208.475,218928070.15132672,9237122.62234052,18.527856055486897,199510076.9950178,0.4896504179996306,0.7786414577546944
2008-3,7.961502063262569,0.4313867734467428,-7892.607761543437,3.141468520965748,0.8861972393237405,0.4484128206903977,187424201.5596823,7656574.290823947,0.6213585443907181,1.9991545426967932,1009.451873998575,1160.6753418236185,19.84586945866582,14.721834249404385,74.4210369472619,1.5138713713494245,155.4515027254063,206.443,219054563.79368165,9242128.947185518,18.53060877919431,199536426.65546572,0.4915874656166222,0.7786979516790616
2008-4,7.963855587257181,0.4338669727481246,-8007.976541076512,3.0675634134381013,1.0102274736240415,0.4473258895577853,187565785.01335144,7660974.24001083,0.6263187436812404,2.040785130347773,1010.3341867000512,1021.6280284042429,18.421482197822176,13.695460843415225,76.02146692544962,1.4246466347950553,156.317679430242,225.882,219181057.4360366,9247135.272030516,18.53336150290172,199562776.3159137,0.4938341226123158,0.7787544456034289
2008-5,7.966209111251794,0.4321500462512327,-7622.164669581103,2.983508587016217,0.9183439034290336,0.4544319127338644,187707368.4670206,7665374.189197713,0.646709513314914,1.9767453410446931,1011.0798478557236,953.0126694370608,17.251186299021054,12.790065083768416,76.97152878938093,1.437005405251624,156.91187748249067,218.981,219307551.07839152,9252141.59687552,18.53611422660913,199589125.9763617,0.4972118612934749,0.7788109395277961
