,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
2007-1,2.6072255542201073,1007.135139253372,641.8532009294764,24.269872961053625,22.984025409965525,92.69398477853711,1.1278802564251378,2007.3107570192685
2007-2,2.6071672467609552,1007.1419746098877,642.101732556464,24.25666564604977,22.992730471091633,92.79438640940232,1.129965231324279,2007.4227234674745
2007-3,2.605177384627326,1007.1557511662061,643.4893633758894,24.24619726771649,23.000475416458812,92.87786362472191,1.131840673498767,2007.5323808124613
2007-4,2.6011756978232734,1007.1767534198254,646.0636193537707,24.238593425230327,23.007213986326175,92.94363003194235,1.1334958604168706,2007.6395490724606
2007-5,2.5950819163528545,1007.2052658682438,649.8720264561257,24.233979717767827,23.01289992095284,92.9908992385101,1.1349200695468589,2007.7440482657048
2007-6,2.586815770220124,1007.2415730089593,654.9621106489728,24.232481744505527,23.017486960597925,93.01888485187163,1.136102578357,2007.8456984104253
2007-7,2.576296989429138,1007.2859593394702,661.3813978983301,24.234225104619977,23.020928845520544,93.02680047947344,1.1370326643155635,2007.9443195248543
2007-8,2.5634453039839524,1007.3387093572745,669.1774141702153,24.23933539728771,23.023179315979817,93.01385972876197,1.1376996048908175,2008.0397316272235
2007-9,2.5481804438886217,1007.4001075598703,678.397685430647,24.247938221685278,23.02419211223486,92.97927620718372,1.1380926775510312,2008.131754735765
2007-10,2.530422139147203,1007.4704384447558,689.0897376456428,24.26015917698922,23.02392097454479,92.92226352218513,1.138201159764473,2008.2202088687106
2007-11,2.51009011976375,1007.549986509429,701.3010967812212,24.27612386237607,23.02231964316872,92.8420352812127,1.138014328999412,2008.3049140442924
2007-12,2.4871041157423197,1007.6390362513882,715.0792888033998,24.29595787702238,23.01934185836577,92.73780509171289,1.137521462724117,2008.385690280742
2008-1,2.4613838570869673,1007.7378721681316,730.4718396781973,24.319786820104692,23.01494136039506,92.60878656113218,1.1367118384068566,2008.4623575962912
2008-2,2.432849073801748,1007.846778757157,747.5262753716313,24.347736290799546,23.0090718895157,92.45419329691704,1.1355747335158997,2008.5347360091723
2008-3,2.4014194958907185,1007.9660405159628,766.2901218497202,24.37993188828348,23.00168718598681,92.27323890651394,1.1340994255195151,2008.6026455376168
2008-4,2.3670148533579334,1008.0959419420471,786.8109050784819,24.416499211733043,22.99274099006751,92.06513699736934,1.1322751918859715,2008.6659061998569
2008-5,2.3295548762074483,1008.236767532908,809.1361510239346,24.457563860324772,22.98218704201691,91.82910117692973,1.1300913100835375,2008.7243380141244
2008-6,2.2889592944433192,1008.3888017860436,833.3133856520964,24.503251433235217,22.969979082094135,91.56434505264157,1.1275370575804822,2008.7777609986513
2008-7,2.2451478380696015,1008.552329198952,859.3901349289852,24.55368752964091,22.956070850558294,91.27008223195136,1.1246017118450742,2008.825995171669
2008-8,2.198040237090351,1008.7276342691313,887.4139248206193,24.6089977487184,22.940416087668506,90.94552632230553,1.1212745503455825,2008.8688605514103
2008-9,2.147556221509623,1008.9150014940798,917.4322812930166,24.669307689644228,22.922968533683893,90.58989093115058,1.1175448505502756,2008.9061771561062
2008-10,2.093615521331473,1009.1147153712955,949.4927303121954,24.73474295159494,22.903681928863563,90.20238966593297,1.1134018899274225,2008.9377650039892
2008-11,2.0361378665599568,1009.3270603982764,983.6427978441735,24.80542913374707,22.88251001346664,89.7822361340992,1.1088349459452918,2008.963444113291
2008-12,1.97504298719913,1009.552321072521,1019.9300098549693,24.881491835277163,22.859406527752235,89.32864394309568,1.1038332960721524,2008.9830345022433
2009-1,1.9524710129254943,1009.8305657962109,1044.7442366986643,24.911043906810033,22.84758600550435,89.15377864183309,1.0733687756016383,2009.0
2009-2,1.8048477014036641,1009.9855926779313,1117.7253542521748,25.1061917562724,22.776846758192523,87.91090229774706,1.1261241519457243,2009.0
2009-3,1.7211758011476634,1010.3065715139101,1144.5941943010152,25.181839904420546,22.799579893113158,87.6641926416624,1.0916515990356714,2009.0
2009-4,1.7356750005783699,1010.6074931728963,1179.90943712271,25.199332223928995,22.742341029825905,87.35409279527222,1.0650578970387437,2009.0
2009-5,1.8163924533599494,1010.7372795211274,1233.4385175094135,25.322828737229656,22.66486811727379,86.50541135585058,1.039213690628581,2009.0
2009-6,1.827381181365993,1010.8812090547945,1312.0444402765174,25.501369043265026,22.477522602262873,85.05442852288125,1.007583880742517,2009.0
2009-7,1.6839286547651802,1010.6352266553612,1399.5234497748493,25.73479576100062,22.24492263598165,83.14678044856484,1.0338716977400644,2009.0
2009-8,1.83630543941813,1010.224865104725,1432.6679754349595,25.93381743373128,22.124614273522585,81.82096624235318,1.0639147342969864,2009.0
2009-9,1.8057016852849657,1010.0007605874816,1384.660813164406,25.86261459006715,22.15720857848593,82.29192876838196,1.0817675715645156,2009.0
2009-10,1.840377920921948,1009.7052568125813,1309.319088223952,25.715112033773135,22.3501751106755,83.68339065701215,1.1088142944213195,2009.142857142857
2009-11,2.0447053958515005,1009.5798382822653,1240.8511622198669,25.610168050576934,22.613482382131657,85.17321855819695,1.1327733421368114,2009.3061224489795
2009-12,2.0053147657812582,1009.6509974049146,1191.2382109564703,25.52527651043354,22.899120734564804,86.71923924233438,1.1445176081825414,2009.4927113702622
2010-1,2.144208826551826,1009.5571052247117,1184.0859272341836,25.615283640890386,23.129637755325685,87.31046792755339,1.132644085507902,2009.7059558517285
2010-2,2.2934248407964852,1009.5266089149237,1158.345087225836,25.679766681538467,23.38338587506834,88.15139448079508,1.0774653920686583,2009.7863985244242
2010-3,2.402711448900021,1009.8564494474804,1164.8912658846748,25.68513309593887,23.468974412608045,88.51179716361523,1.0157518980679925,2009.8550093923452
2010-4,2.4101740375787215,1010.0992598007196,1162.6663389566586,25.637962070519507,23.49141510701361,88.83085689737732,0.9541924341038557,2009.9067662526427
2010-5,2.4656521919186623,1010.4109590463449,1203.2045199051884,25.630134897896117,23.4091210113254,88.50692628937979,0.9276669549734262,2009.9354534527733
2010-6,2.2532258154101927,1010.5459650943052,1299.6742735482076,25.817685260089554,23.24971118184036,86.9881248938832,0.937508217672059,2009.956747013966
2010-7,2.1135103353012576,1010.435869019274,1348.498456689867,26.20464867729285,23.18879236904764,85.08526157424407,0.9262313426948623,2009.9712809599116
2010-8,2.3013462566209273,1010.0119322409722,1411.7057604006784,26.398573056857508,23.028925884719683,83.60300550913693,0.9487915605632141,2009.9804973466646
2010-9,2.289360745398557,1009.4679660460419,1391.6319638349346,26.38874548202403,22.989416442670024,83.50555599675202,0.9444936931589901,2009.9869321886488
2010-10,2.51613152171142,1009.1364402603452,1324.960673943415,26.088012085669558,22.87769294946545,84.3330141522566,0.9482367539172358,2010.134101499318
2010-11,2.7161319730650155,1009.11338665551,1232.3843068155513,25.638205131130082,22.895303250084485,86.28382549153983,0.9531503377629843,2010.3002187192328
2010-12,2.62764884430017,1009.553864148208,1127.288097628553,25.433639262548155,22.948219821306697,87.1752545393988,0.901267711249114,2010.4887503438856
2011-1,2.114538490224284,1009.9795549968852,968.2693310276414,25.7446777961284,23.119606990084467,86.26625163728148,0.8852102563251513,2010.7032957946337
2011-2,1.6416770233990974,1010.3140666621814,1025.4964384007255,26.213821458090212,23.563440091519478,85.93526356562204,0.8548243729460063,2010.784609265393
2011-3,1.0750889275968802,1010.282612879306,1021.3089778428199,26.635254229254457,23.857539117273255,85.16906115144312,0.83949746277892,2010.8538079148445
2011-4,0.5207042730898546,1010.0286242284261,1013.6949494542374,27.039761541250588,24.22006076062672,84.86677122080498,0.8587463626005299,2010.9059589964102
2011-5,0.2040185796320321,1009.8023211768167,1218.8500914244457,27.02664231197101,24.350268787069016,85.44128879679157,0.8578223356407297,2010.9349108823783
2011-6,0.17866669159439055,1009.4762297928339,1180.4000406245468,26.91474187271288,24.24705767021187,85.31639588328493,0.8471277551457399,2010.9563825419475
2011-7,0.2791243474296932,1009.1282597784136,1208.957111399388,26.732188305653192,23.986530408193136,85.07261047146422,0.8639478411352588,2010.9710360601052
2011-8,0.5006706946675343,1008.8673431312084,1224.7793509009061,26.467454231261737,23.6913818250473,85.11460933211573,0.8800753783890863,2010.9803327834902
2011-9,0.8020131216784063,1008.7479077209193,1225.1755905200262,26.16748180619171,23.367969314014054,85.24114396011893,0.90581396402337,2010.986821626506
2011-10,1.1812596852211095,1008.8457599245081,1243.8240175461278,25.77268799101048,23.103075604915887,86.12633063461166,0.9280582737963758,2011.1340272100144
2011-11,1.5064435425823492,1009.0170036053066,1129.6215801409976,25.36000017240146,22.933901134161765,87.30712967763326,0.9310341987171932,2011.3001688028587
2011-12,1.6238011404385586,1009.3036908926971,1077.2297389499308,25.08980128227242,22.797086816313804,87.96346642950185,0.9566556840584843,2011.4887168056255
2012-1,1.7355877565545268,1009.4918007262485,1047.4517961400527,24.918168350283953,22.818102578291086,88.87896334141062,0.9552449517951953,2011.7032732597856
2012-2,1.798938146101616,1009.6863964168199,1063.5289953962417,24.922419000687075,22.820345294917647,88.90794927341108,0.9577846769163785,2011.7845941240387
2012-3,1.8418897561281777,1010.0788411479664,1108.9449050405112,25.027689287595965,22.8593761794044,88.64171441544612,0.9593668470367877,2011.85379774135
2012-4,1.799952600594468,1010.3263472520217,1151.579932312579,25.085444409708238,22.885133338801364,88.53661005706336,0.9277265062641027,2011.9059521607394
2012-5,1.9138212996548478,1010.7422034889347,1238.0464920588377,25.223764952759637,22.767004348623367,87.43864330522878,0.9289073069281197,2011.9349062894469
2012-6,1.8886447093997472,1011.0541934649307,1335.0841812311262,25.449213248012196,22.572930040371393,85.70619380951815,0.9500411849482303,2011.9563794559338
2012-7,1.809148164262719,1010.8343308414964,1404.4613583973194,25.731249953058853,22.370064718922233,83.73378712797496,0.9784113284593887,2011.9710339865887
2012-8,1.8828945988521906,1010.5324215590916,1467.0220966226555,26.013216029144274,22.176302995959468,81.8132929665742,1.0271554735656279,2011.9803313902812
2012-9,1.7997066574676839,1010.0506765982998,1455.9097187032007,26.114771636062503,22.094355644503644,81.07629975383246,1.06199545743243,2011.9868206904005
2012-10,1.7612779792024222,1009.7363832261595,1388.9793116139579,26.011361902455764,22.16764557975858,81.74254248730081,1.1087012905215705,2012.1340265810384
2012-11,1.711348613836449,1009.608888131232,1284.1653486299801,25.744361903346125,22.3580525394699,83.62263349869451,1.1005709449658279,2012.3001683802456
2012-12,1.6883391585456,1009.7039293107647,1211.2329059166118,25.530454939138405,22.589949939694886,85.33438132688785,1.1159839846589439,2012.4887165216694
2013-1,1.6862806698009611,1009.913245110446,1157.9964170936194,25.39705408996185,22.83873363573091,86.86598258591623,1.1129189816360037,2012.7032730689934
2013-2,1.6786829881258387,1010.003948881934,1112.2855003453494,25.30768292780834,23.064298058473504,88.22914299938972,1.0493510020256231,2012.784593995844
2013-3,1.7775199956411303,1010.339137549268,1170.2234292813578,25.418763935838086,23.222684606539776,88.3044351729584,1.0416908967983376,2012.8537976552154
2013-4,1.722232090619236,1010.6632170266984,1223.8850248662764,25.59646080606427,23.463548129868354,88.54411298392202,1.0144373071802641,2012.9059521028648
2013-5,1.7028751582178037,1010.8122240529793,1315.7358683805799,25.81941028848987,23.538776956141017,87.8047033558771,0.9956655247843066,2012.9349062505607
2013-6,1.7112350410790482,1010.8600772961092,1499.1256906969998,26.476925466146536,23.774305573768775,85.84731981802307,1.0868026367287265,2012.9563794298058
2013-7,1.5339316058357473,1010.7439945382457,1607.172144341176,27.049246078661525,23.991623293077165,84.25838075932054,1.1470104594740067,2012.971033969033
2013-8,1.3811814948098682,1010.3133407096229,1669.295845738578,27.52515261037645,24.214527880939784,83.1336574232841,1.2126992378740211,2012.9803313784855
2013-9,1.3440971116129923,1010.0770652671957,1639.3937239690065,27.584603999956745,24.317410788496574,83.36837452415115,1.2538823933554994,2012.9868206824747
2013-10,1.2905030407596954,1009.9654439322351,1509.8369060418065,27.076251261912564,24.123881514114228,84.79664546726362,1.2023699634123812,2013.1340265757135
2013-11,1.2070291871828907,1009.8093623269975,1349.406100151839,26.462807923670244,23.933713769546795,86.74483885530738,1.1748853569113915,2013.3001683766674
2013-12,1.318434593034801,1009.9845875002645,1235.5857965139928,25.81056582922674,23.56706870264968,88.00044011613257,1.1462671497926722,2013.4887165192652
2014-1,1.1753001190372336,1010.1257050791675,1176.2908317265872,25.519752223972137,23.436726968785372,88.71766995309692,1.1341880172728709,2013.7032730673782
2014-2,1.0596737334344208,1010.1778622015402,1120.400496027034,25.373432084911517,23.421108116687694,89.31525870452934,1.1117365257352756,2013.7845939947588
2014-3,1.026007099628714,1010.4579922856585,1133.1558716689526,25.348722497968662,23.444960653807602,89.51242185759278,1.0757665679935628,2013.853797654486
2014-4,0.9386545276076959,1010.8817371321127,1152.3003646457157,25.363169226375728,23.446881086154285,89.45595381144194,1.022569096246532,2013.9059521023748
2014-5,0.8484002807208526,1011.1645426583655,1208.2686000532542,25.38277027280205,23.355750389147584,88.9041776703658,0.9825560757824517,2013.9349062502313
2014-6,0.7596364792693748,1011.3745638296172,1320.298573460547,25.552672528010167,23.15528965899721,87.15472600189082,0.9761511369515056,2013.9563794295846
2014-7,0.6767552435542257,1011.3215548489537,1408.2613577678876,25.733836536398076,22.920577955181482,85.20809407985247,0.9894821250412473,2013.9710339688843
2014-8,0.604148693876823,1010.8501540005147,1446.2881155154992,25.84266522533624,22.816264169445997,84.18893618680923,1.0008646058572874,2013.9803313783857
2014-9,0.5347319347319347,1010.5176261277344,1432.3748941080908,25.881233167864163,22.782455078152225,83.86536866304462,1.0126774987865652,2013.9868206824078
2014-10,0.5488733488733487,1010.3858362563439,1354.8185158812055,25.712856782057337,22.869702467780616,85.06151269912344,1.021562345152147,2014.1340265756683
2014-11,0.4671846671846671,1010.3747791620299,1271.55260891892,25.448004286978154,22.93812578524869,86.60933347400722,1.0276792747751875,2014.3001683766374
2014-12,0.6617982188499809,1010.5244625568391,1169.5773919971903,25.16179440382306,22.95406505345604,88.07825479665351,1.0273631163666335,2014.488716519245
2015-1,0.830614370433068,1010.6729161480936,1121.5462082161698,25.01709539452072,22.988000887101595,88.932739042059,1.0392517683404374,2014.7032730673643
2015-2,1.0323628068163089,1010.7141637363162,1108.8904501683871,25.025291156362645,23.1191422127496,89.52722682991308,1.031855633711422,2014.7845939947495
2015-3,1.2514090987951931,1010.9116080479156,1183.0420784980995,25.325068432221094,23.44556671172965,89.66623827238008,1.0457019229498783,2014.8537976544799
2015-4,1.4721188171679387,1011.1160629156657,1318.0087212975172,25.827486543624126,23.799389597040086,88.96678624157894,1.0706352746448375,2014.9059521023705
2015-5,1.6788575327327635,1011.2249417933681,1398.8422321816033,26.07611577076178,23.903481993390745,88.26451367049143,1.0529431334563724,2014.9349062502286
2015-6,1.855990816290614,1011.2580560165721,1515.078273235881,26.418421232829047,23.776870779258072,86.09526918944758,1.0678667957343249,2014.9563794295827
2015-7,1.9878842386324322,1011.0893886109318,1549.4377324293114,26.56681960436254,23.430950590627827,83.8537240519412,1.058918469377186,2014.9710339688831
2015-8,2.133031674208145,1010.7223077631455,1524.9998597134527,26.488988604003577,23.07032444360173,82.54965741342271,1.0423319115209624,2014.980331378385
2015-9,2.0421745313510025,1010.61668953763,1484.0186558479213,26.46208334054964,22.9802765908669,82.28413263322705,1.0637998936407884,2014.9868206824071
2015-10,1.834123683893375,1010.5845569223586,1404.7183312086624,26.21561469131976,22.94623356548997,83.22059213185196,1.086662968047293,2015.1340265756678
2015-11,1.8190824751021657,1010.5395608386635,1277.955813366914,25.91861738476347,23.10224649960741,85.27504778159609,1.075042353232593,2015.3001683766372
2015-12,1.7717019220762076,1010.791381682529,1187.6552635840728,25.736961050832086,23.286125149697316,86.95387979015746,1.0791501173071167,2015.4887165192445
2016-1,1.8941715339925902,1010.6755907754256,1147.49996539327,25.683523201968182,23.452226915142113,88.0006524254793,1.0603163806982614,2015.703273067364
2016-2,2.099684741964456,1010.7187607421463,1102.515135321833,25.739806599034697,23.744807378302863,89.14069944131242,0.995895900477893,2015.7845939947495
2016-3,2.279432822590592,1011.0397123977615,1117.0841309514346,25.720310367466443,23.796984247125806,89.46836642718323,0.9565398664499912,2015.8537976544796
2016-4,2.462202199616704,1011.1783372157594,1145.0542952722592,25.684809578598536,23.783904210352915,89.55895361188888,0.9012360978943648,2015.9059521023705
2016-5,2.410895454404798,1011.4691884737485,1214.9428964970577,25.771670254010655,23.68589369594627,88.65631845111484,0.8752666156095275,2015.9349062502286
2016-6,2.3164188114297355,1011.5450893120061,1308.4210231524528,25.891929449985206,23.42571926308529,86.87879423387719,0.8914766409662741,2015.9563794295827
2016-7,2.045433338760948,1011.1375055480912,1393.6537369502857,26.135871704989167,23.138480819384675,84.53139759182272,0.9239912902699317,2015.9710339688831
2016-8,1.9919146964643932,1010.6501792371442,1446.110813409903,26.388625843884704,22.879368235626284,82.43338139643181,0.9683134606092983,2015.980331378385
2016-9,1.9884051719325304,1010.2198906672454,1404.9928514909975,26.338398301424313,22.786222125319433,82.40057318431887,0.9842364353942118,2015.9868206824071
2016-10,2.109666619830346,1009.9054472868623,1316.7160244504164,26.09092700575176,22.751635104614532,83.533862394341,0.977159493584378,2016.1340265756678
2016-11,2.4194488634463207,1009.8917222642467,1226.5743538716358,25.748407338382098,22.81238182716986,85.4205158036979,0.9677570633359042,2016.3001683766372
2016-12,2.474709570178288,1010.0412853746211,1121.653555091277,25.34190274901434,22.933642473376036,87.76045333550908,0.9397781924504578,2016.4887165192445
2017-1,2.7352587236031076,1010.1481140953625,1086.294713325856,25.19026893075939,22.99051899746076,88.7415783408263,0.9311271571561753,2016.703273067364
2017-2,3.372343703668157,1010.1654981903259,1074.9046610742848,25.114991890139965,23.148058812767967,89.87526509875798,0.8940425243769415,2016.7845939947495
2017-3,3.8013434692115213,1010.2741017769732,1057.4485314420006,25.280604496453325,23.352239457226396,90.11479419347287,0.8551840515382982,2016.8537976544796
2017-4,4.085747683313836,1010.4853541540776,1076.2040997482065,25.705812497861434,23.5101543838711,88.92372507143311,0.8394655510115406,2016.9059521023705
2017-5,3.9889700469039293,1010.8170255402965,1161.3151581510901,26.323525389499885,23.633661876174084,86.67424756616344,0.8375413900229958,2016.9349062502286
2017-6,3.2216860496787376,1011.1520605838479,1231.3947591353208,27.08206217096082,23.652492590790644,83.23828965766879,0.8858461922432497,2016.9563794295827
2017-7,2.5930189026753676,1011.0774756632425,1311.0081785414368,27.390072258151683,23.542119524250733,81.36835675305169,0.9290045912913817,2016.9710339688831
2017-8,2.2408425072030194,1010.6657308654076,1394.9836622532457,27.786780544842117,23.438266275875446,79.181690129338,1.0137951614154677,2016.980331378385
2017-9,2.02290872784311,1009.8981910172517,1547.3327461537194,28.45029700880607,23.164019959146177,75.31962889408672,1.1992089979045617,2016.9868206824071
2017-10,2.0815501059756683,1009.5226538864856,1551.897378564672,27.877833357650875,23.07505239725396,77.69457669822678,1.1933761220791514,2017.1340265756678
2017-11,2.1907370999613276,1009.449461220989,1573.7439921900814,27.51853886034431,23.094887661753656,79.52094145229943,1.183044405279248,2017.3001683766372
2017-12,1.9998877791367704,1009.6243294463894,1585.0483911922202,26.749524175257317,23.090565716879116,83.07644957780185,1.1108042178947088,2017.4887165192445
2018-1,1.9244979378909193,1010.0852063648377,1573.443453028798,25.277985199036067,23.265786539412392,90.32742396118972,0.8981749636075869,2017.703273067364
2018-2,1.8539390125624777,1010.1655710046024,1549.7084024734795,24.906578319233954,23.293034274006455,92.13211642732729,0.8560033695402206,2017.7845939947495
2018-3,1.7977336239946453,1010.2744597038485,1518.1599984606728,24.547984749868984,23.317670297979078,93.84244301106142,0.8086284596727404,2017.8537976544796
2018-4,1.7654043930269836,1010.5705804625948,1483.1149999173358,24.452334724429484,23.352667573005647,94.34031150459928,0.7764243959021674,2017.9059521023705
2018-5,1.7664739405026921,1010.8962368237181,1448.8901657741517,24.654392337120097,23.265271161522037,92.99345826579295,0.7843770797783515,2017.9349062502286
2018-6,1.7027442002441997,1010.9069470200997,1340.0406131838586,25.01092529205621,23.172634367675055,90.965316623669,0.8083114193361799,2017.9563794295827
2018-7,2.0027442002441997,1010.8345322537067,1463.54019338436,25.516183439147987,23.034656244503108,88.11273430821458,0.8532373260162104,2017.9710339688831
2018-8,2.0788710826210823,1010.4353240098359,1455.220843987294,25.75690542655529,23.008775465879346,86.9564649596271,0.8905879698983499,2017.980331378385
2018-9,2.2742367288795853,1010.2015453743658,1356.5968785609696,25.691653840253405,23.045078692154654,87.41796207564335,0.9134222445237875,2017.9868206824071
2018-10,2.372638862166295,1010.3253583241047,1261.580837663006,25.552716059888333,23.15663691874442,88.49767947508055,0.9270287064937529,2018.1340265756678
